CIK,company_name,date_filed,filename,id
1353616,CURRENCYSHARES SWEDISH KRONA TRUST,2013-01-29,edgar/data/1353616/0001193125-13-028008.txt,116018
1373707,TETRAPHASE PHARMACEUTICALS INC,2013-03-20,edgar/data/1373707/0001193125-13-117520.txt,124825
1360214,"Imprimis Pharmaceuticals, Inc.",2013-02-11,edgar/data/1360214/0001354488-13-000537.txt,118145
1386858,HYPERION THERAPEUTICS INC,2013-03-08,edgar/data/1386858/0001193125-13-098436.txt,130157
1431897,"Annie's, Inc.",2013-03-13,edgar/data/1431897/0001193125-13-104771.txt,147992
1415301,"Del Frisco's Restaurant Group, Inc.",2013-03-08,edgar/data/1415301/0001193125-13-097931.txt,141680
1389002,MARIN SOFTWARE INC,2013-03-22,edgar/data/1389002/0001193125-13-122202.txt,130859
1415684,MusclePharm Corp,2013-01-17,edgar/data/1415684/0001144204-13-002719.txt,141800
1433994,CurrencyShares Singapore Dollar Trust,2013-02-08,edgar/data/1433994/0001193125-13-045242.txt,148624
1439095,MRC GLOBAL INC.,2013-03-08,edgar/data/1439095/0001193125-13-096675.txt,150553
1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,2013-01-25,edgar/data/1437578/0001193125-13-023927.txt,150046
1499686,"AVIV REIT, INC.",2013-03-21,edgar/data/1499686/0001193125-13-119741.txt,173240
1447382,Ocean Rig UDW Inc.,2013-02-11,edgar/data/1447382/0001193125-13-049060.txt,152925
1447382,Ocean Rig UDW Inc.,2013-02-14,edgar/data/1447382/0001193125-13-057606.txt,152926
1471261,"Cobalt International Energy, Inc.",2013-01-17,edgar/data/1471261/0001047469-13-000287.txt,161337
1487798,ECA Marcellus Trust I,2013-02-13,edgar/data/1487798/0001047469-13-000963.txt,168010
1493637,"RDA Microelectronics, Inc.",2013-03-28,edgar/data/1493637/0001047469-13-003527.txt,170795
1491576,"TESARO, Inc.",2013-03-01,edgar/data/1491576/0001047469-13-001985.txt,169682
1495240,GLADSTONE LAND Corp,2013-01-29,edgar/data/1495240/0001193125-13-027488.txt,171426
1526160,FleetMatics Group plc,2013-01-31,edgar/data/1526160/0001193125-13-032473.txt,185545
1513761,Norwegian Cruise Line Holdings Ltd.,2013-01-18,edgar/data/1513761/0001193125-13-017375.txt,179882
1517302,Artisan Partners Asset Management Inc.,2013-03-07,edgar/data/1517302/0001193125-13-096273.txt,181620
1519405,CURRENCYSHARES CHINESE RENMINBI TRUST,2013-01-29,edgar/data/1519405/0001193125-13-027997.txt,182699
1522727,"USA Compression Partners, LP",2013-01-16,edgar/data/1522727/0001047469-13-000239.txt,184255
1524931,"CHUY'S HOLDINGS, INC.",2013-01-28,edgar/data/1524931/0001193125-13-025977.txt,185109
1509991,Kosmos Energy Ltd.,2013-02-15,edgar/data/1509991/0001047469-13-001189.txt,177883
1550695,Performant Financial Corp,2013-02-01,edgar/data/1550695/0001193125-13-034441.txt,196316
1546296,"Professional Diversity Network, Inc.",2013-03-06,edgar/data/1546296/0001193125-13-094127.txt,194570
1529192,Vipshop Holdings Ltd,2013-03-14,edgar/data/1529192/0001047469-13-002733.txt,187082
1532961,"NV5 Holdings, Inc.",2013-03-27,edgar/data/1532961/0001193125-13-127841.txt,188367
1539894,"Atlas Financial Holdings, Inc.",2013-02-12,edgar/data/1539894/0001539894-13-000044.txt,191144
1558785,"CVR Refining, LP",2013-01-18,edgar/data/1558785/0001193125-13-016335.txt,200250
1553023,CyrusOne Inc.,2013-01-22,edgar/data/1553023/0001193125-13-017809.txt,197343
1555280,Zoetis Inc.,2013-02-04,edgar/data/1555280/0001193125-13-035094.txt,198365
1555538,"SunCoke Energy Partners, L.P.",2013-01-18,edgar/data/1555538/0001193125-13-017543.txt,198562
1561627,ExOne Co,2013-02-07,edgar/data/1561627/0001193125-13-043739.txt,201770
1560905,"Geo Point Resources, Inc.",2013-01-08,edgar/data/1560905/0001010412-13-000002.txt,201351
1561387,"Health Insurance Innovations, Inc.",2013-02-11,edgar/data/1561387/0001193125-13-047216.txt,201570
1561680,"TRI Pointe Homes, Inc.",2013-02-01,edgar/data/1561680/0001193125-13-034748.txt,201853
1070081,"PTC THERAPEUTICS, INC.",2014-02-14,edgar/data/1070081/0001047469-14-000884.txt,330828
32880,ENERGY CORP OF AMERICA,2013-02-13,edgar/data/32880/0001047469-13-000963.txt,225281
1004945,LUMENIS LTD,2014-02-28,edgar/data/1004945/0001144204-14-012243.txt,305757
1044378,BIOCEPT INC,2014-02-06,edgar/data/1044378/0001193125-14-037503.txt,320963
1269026,AMEDICA Corp,2014-02-14,edgar/data/1269026/0001193125-14-052128.txt,389434
1115128,COUPONS.com Inc,2014-03-07,edgar/data/1115128/0001193125-14-089150.txt,345382
1125345,MACROGENICS INC,2014-02-13,edgar/data/1125345/0001193125-14-050806.txt,347419
1175151,Cytosorbents Corp,2014-03-07,edgar/data/1175151/0001144204-14-014055.txt,360195
1253689,GLYCOMIMETICS INC,2014-01-10,edgar/data/1253689/0001193125-14-007921.txt,385869
1105533,ARGOS THERAPEUTICS INC,2014-02-07,edgar/data/1105533/0001193125-14-040941.txt,341263
1158114,"APPLIED OPTOELECTRONICS, INC.",2014-03-20,edgar/data/1158114/0001047469-14-002669.txt,353825
1175505,FIVE PRIME THERAPEUTICS INC,2014-02-07,edgar/data/1175505/0001193125-14-039626.txt,360303
1277141,"Borderfree, Inc.",2014-03-21,edgar/data/1277141/0001193125-14-110495.txt,391631
1273931,MONEYGRAM INTERNATIONAL INC,2014-03-28,edgar/data/1273931/0001193125-14-121842.txt,390609
1273636,APPLIED GENETIC TECHNOLOGIES CORP,2014-03-27,edgar/data/1273636/0001193125-14-118834.txt,390425
1305253,Celladon Corp,2014-01-30,edgar/data/1305253/0001193125-14-027264.txt,400260
1280600,ACCELERON PHARMA INC,2014-01-23,edgar/data/1280600/0001047469-14-000314.txt,392801
1294133,Inogen Inc,2014-02-14,edgar/data/1294133/0001193125-14-053315.txt,397060
1301501,Achaogen Inc,2014-03-12,edgar/data/1301501/0001193125-14-094586.txt,399127
1303652,Tableau Software Inc,2014-03-21,edgar/data/1303652/0001193125-14-110497.txt,399729
1314223,"Amber Road, Inc.",2014-03-24,edgar/data/1314223/0001193125-14-112390.txt,402673
1329799,Square 1 Financial Inc,2014-03-27,edgar/data/1329799/0001193125-14-118791.txt,408500
1338095,"NephroGenex, Inc.",2014-02-12,edgar/data/1338095/0001571049-14-000390.txt,411403
1361113,VARONIS SYSTEMS INC,2014-03-03,edgar/data/1361113/0001193125-14-078788.txt,418670
1351288,GW PHARMACEUTICALS PLC,2014-01-10,edgar/data/1351288/0001144204-14-001468.txt,415197
1353283,SPLUNK INC,2014-01-23,edgar/data/1353283/0001104659-14-003622.txt,415905
1353613,CURRENCYSHARES JAPANESE YEN TRUST,2014-02-07,edgar/data/1353613/0001193125-14-041000.txt,416078
1353616,CURRENCYSHARES SWEDISH KRONA TRUST,2014-02-04,edgar/data/1353616/0001193125-14-034303.txt,416094
1358483,"Everyday Health, Inc.",2014-03-28,edgar/data/1358483/0000930413-14-001487.txt,417874
1346830,"Cara Therapeutics, Inc.",2014-02-03,edgar/data/1346830/0001193125-14-031425.txt,413735
1360683,"TALMER BANCORP, INC.",2014-02-12,edgar/data/1360683/0001047469-14-000829.txt,418455
1375514,MONTAGE TECHNOLOGY GROUP LTD,2014-01-31,edgar/data/1375514/0001193125-14-029431.txt,426312
1372414,"AEROHIVE NETWORKS, INC",2014-03-28,edgar/data/1372414/0001193125-14-119857.txt,424967
1367920,"CONCERT PHARMACEUTICALS, INC.",2014-02-13,edgar/data/1367920/0001193125-14-051487.txt,423644
1370880,"FireEye, Inc.",2014-03-07,edgar/data/1370880/0001193125-14-089309.txt,424430
1393052,VEEVA SYSTEMS INC,2014-03-26,edgar/data/1393052/0001193125-14-115466.txt,433496
1384905,RingCentral Inc,2014-03-07,edgar/data/1384905/0001193125-14-086916.txt,429936
1402057,CDW Corp,2014-03-10,edgar/data/1402057/0001193125-14-091493.txt,437460
1399529,Dicerna Pharmaceuticals Inc,2014-01-30,edgar/data/1399529/0001193125-14-028530.txt,436653
1401112,Paragon Shipping Inc.,2014-02-11,edgar/data/1401112/0001193125-14-045611.txt,437127
1400482,ACUCELA INC.,2014-02-03,edgar/data/1400482/0001193125-14-033171.txt,436946
1401708,NanoString Technologies Inc,2014-01-24,edgar/data/1401708/0001193125-14-019386.txt,437373
1419600,Flexion Therapeutics Inc,2014-02-12,edgar/data/1419600/0001193125-14-048088.txt,444366
1404644,"AQUINOX PHARMACEUTICALS, INC",2014-03-07,edgar/data/1404644/0001193125-14-088912.txt,438382
1410939,Ophthotech Corp.,2014-02-12,edgar/data/1410939/0001047469-14-000834.txt,441009
1412270,Care.com Inc,2014-01-24,edgar/data/1412270/0001047469-14-000323.txt,441598
1410384,"Q2 Holdings, Inc.",2014-03-20,edgar/data/1410384/0001047469-14-002671.txt,440691
1416265,PROSPER MARKETPLACE INC,2014-01-03,edgar/data/1416265/0001416265-14-000006.txt,443158
1433714,"CASTLIGHT HEALTH, INC.",2014-03-14,edgar/data/1433714/0001193125-14-099888.txt,449324
1459417,"2U, Inc.",2014-03-28,edgar/data/1459417/0001047469-14-003136.txt,457327
1438644,China Distance Education Holdings LTD,2014-03-12,edgar/data/1438644/0001193125-14-094841.txt,451078
1454189,"Auspex Pharmaceuticals, Inc.",2014-02-05,edgar/data/1454189/0001193125-14-036850.txt,455838
1433994,CurrencyShares Singapore Dollar Trust,2014-02-04,edgar/data/1433994/0001193125-14-034316.txt,449422
1443646,Booz Allen Hamilton Holding Corp,2014-02-14,edgar/data/1443646/0001193125-14-054835.txt,452810
1457612,"GENOCEA BIOSCIENCES, INC.",2014-02-05,edgar/data/1457612/0001047469-14-000612.txt,456829
1466085,"INDEPENDENCE REALTY TRUST, INC",2014-01-24,edgar/data/1466085/0001193125-14-020580.txt,459291
1463729,"Receptos, Inc.",2014-01-09,edgar/data/1463729/0001047469-14-000093.txt,458417
1478242,Quintiles Transnational Holdings Inc.,2014-03-13,edgar/data/1478242/0001193125-14-097933.txt,464025
1477200,Rocket Fuel Inc.,2014-01-31,edgar/data/1477200/0001047469-14-000497.txt,463491
1528752,China Mobile Games & Entertainment Group Ltd,2014-03-21,edgar/data/1528752/0001193125-14-109518.txt,485288
1479290,"Revance Therapeutics, Inc.",2014-02-06,edgar/data/1479290/0001193125-14-037802.txt,464478
1485003,"Eleven Biotherapeutics, Inc.",2014-02-06,edgar/data/1485003/0001193125-14-038684.txt,466475
1490281,"Groupon, Inc.",2014-01-07,edgar/data/1490281/0001193125-14-003637.txt,468452
1506439,"SMTP, Inc.",2014-01-31,edgar/data/1506439/0001553350-14-000111.txt,474813
1513818,"Versartis, Inc.",2014-03-21,edgar/data/1513818/0001193125-14-109860.txt,478403
1515673,Ultragenyx Pharmaceutical Inc.,2014-01-31,edgar/data/1515673/0001193125-14-029425.txt,479271
1517022,"Akebia Therapeutics, Inc.",2014-03-21,edgar/data/1517022/0001193125-14-110516.txt,479753
1518621,"Orchid Island Capital, Inc.",2014-01-21,edgar/data/1518621/0001193125-14-014755.txt,480684
1518621,"Orchid Island Capital, Inc.",2014-03-20,edgar/data/1518621/0001193125-14-108277.txt,480685
1519405,CURRENCYSHARES CHINESE RENMINBI TRUST,2014-02-04,edgar/data/1519405/0001193125-14-034312.txt,481342
1492966,"Nord Anglia Education, Inc.",2014-03-27,edgar/data/1492966/0001047469-14-003103.txt,469842
1497504,"Dipexium Pharmaceuticals, Inc.",2014-03-13,edgar/data/1497504/0001047469-14-002312.txt,471456
1517302,Artisan Partners Asset Management Inc.,2014-03-07,edgar/data/1517302/0001193125-14-089426.txt,479963
1525494,58.com Inc.,2014-03-28,edgar/data/1525494/0001144204-14-018728.txt,483738
1527166,Carlyle Group L.P.,2014-03-06,edgar/data/1527166/0001193125-14-084997.txt,484393
1533526,"GLOBAL BRASS & COPPER HOLDINGS, INC.",2014-01-09,edgar/data/1533526/0001193125-14-006709.txt,487327
1533526,"GLOBAL BRASS & COPPER HOLDINGS, INC.",2014-01-22,edgar/data/1533526/0001193125-14-017299.txt,487328
1533526,"GLOBAL BRASS & COPPER HOLDINGS, INC.",2014-01-24,edgar/data/1533526/0001193125-14-020549.txt,487329
1540400,E2open Inc,2014-01-24,edgar/data/1540400/0001193125-14-019415.txt,490291
1557421,"Ignyta, Inc.",2014-03-14,edgar/data/1557421/0001193125-14-100147.txt,498314
1542574,Prosper Funding LLC,2014-01-03,edgar/data/1542574/0001416265-14-000006.txt,491580
1541157,Celsus Therapeutics Plc.,2014-01-31,edgar/data/1541157/0001144204-14-005134.txt,490714
1554859,"Semler Scientific, Inc.",2014-02-21,edgar/data/1554859/0001571049-14-000566.txt,497030
1560186,North Atlantic Drilling Ltd.,2014-01-30,edgar/data/1560186/0001193125-14-028763.txt,499633
1563411,Constellium N.V.,2014-02-07,edgar/data/1563411/0001193125-14-040967.txt,501251
1563411,Constellium N.V.,2014-03-07,edgar/data/1563411/0001193125-14-089400.txt,501252
1574235,"Ruthigen, Inc.",2014-03-21,edgar/data/1574235/0001144204-14-017161.txt,506675
1568669,"PENNYMAC FINANCIAL SERVICES, INC.",2014-03-27,edgar/data/1568669/0001047469-14-003076.txt,503866
1571498,"Epizyme, Inc.",2014-02-05,edgar/data/1571498/0001193125-14-036298.txt,505395
1574815,"STOCK BUILDING SUPPLY HOLDINGS, INC.",2014-03-13,edgar/data/1574815/0001193125-14-098047.txt,507056
1574648,Athlon Energy Inc.,2014-02-10,edgar/data/1574648/0001047469-14-000750.txt,506941
1574596,New Home Co LLC,2014-02-03,edgar/data/1574596/0001193125-14-033183.txt,506915
1576427,Criteo S.A.,2014-03-21,edgar/data/1576427/0001193125-14-110367.txt,507980
1575515,"Sprouts Farmers Market, Inc.",2014-03-28,edgar/data/1575515/0001193125-14-121453.txt,507421
1577670,Ladder Capital Corp,2014-02-07,edgar/data/1577670/0001193125-14-040065.txt,508564
1577437,Ardmore Shipping Corp,2014-03-06,edgar/data/1577437/0001193125-14-086783.txt,508440
1579877,CBS OUTDOOR AMERICAS INC.,2014-03-28,edgar/data/1579877/0001193125-14-119230.txt,509988
1578318,"Envision Healthcare Holdings, Inc.",2014-02-07,edgar/data/1578318/0001047469-14-000683.txt,508997
1580732,King Digital Entertainment plc,2014-03-27,edgar/data/1580732/0001193125-14-117078.txt,510511
1586105,Egalet Corp,2014-02-07,edgar/data/1586105/0001047469-14-000666.txt,513249
1580808,"A10 Networks, Inc.",2014-03-21,edgar/data/1580808/0001193125-14-109104.txt,510559
1584952,EP Energy Corp,2014-01-21,edgar/data/1584952/0001047469-14-000255.txt,512818
1580608,Santander Consumer USA Holdings Inc.,2014-01-24,edgar/data/1580608/0001193125-14-019910.txt,510401
1580905,"Installed Building Products, Inc.",2014-02-13,edgar/data/1580905/0001193125-14-051426.txt,510622
1586300,CHC Group Ltd.,2014-01-21,edgar/data/1586300/0001193125-14-014799.txt,513380
1587246,"Cypress Energy Partners, L.P.",2014-01-15,edgar/data/1587246/0001144204-14-002390.txt,513938
1588216,"RSP Permian, Inc.",2014-01-17,edgar/data/1588216/0001047469-14-000222.txt,514628
1587755,"Intrawest Resorts Holdings, Inc.",2014-01-31,edgar/data/1587755/0001567619-14-000034.txt,514441
1588972,"Recro Pharma, Inc.",2014-03-07,edgar/data/1588972/0001193125-14-088257.txt,514922
1588238,Rice Energy Inc.,2014-01-27,edgar/data/1588238/0001193125-14-022358.txt,514699
1592480,"Continental Building Products, Inc.",2014-02-06,edgar/data/1592480/0001193125-14-037283.txt,517406
1590560,uniQure B.V.,2014-02-06,edgar/data/1590560/0001047469-14-000652.txt,516014
1590976,"Malibu Boats, Inc.",2014-01-31,edgar/data/1590976/0001193125-14-031218.txt,516326
1591698,Paylocity Holding Corp,2014-03-19,edgar/data/1591698/0001047469-14-002594.txt,516830
1592016,Boulevard Acquisition Corp.,2014-02-14,edgar/data/1592016/0001047469-14-000914.txt,517129
1589526,Hennessy Capital Acquisition Corp.,2014-01-17,edgar/data/1589526/0001213900-14-000318.txt,515360
823277,CHS INC,2014-03-06,edgar/data/823277/0001047469-14-001841.txt,576029
792161,"ROYAL HAWAIIAN ORCHARDS, L.P.",2014-01-15,edgar/data/792161/0001047469-14-000195.txt,567293
1593984,MediWound Ltd.,2014-03-21,edgar/data/1593984/0001047469-14-002744.txt,518516
1595353,Galmed Pharmaceuticals Ltd.,2014-03-13,edgar/data/1595353/0001144204-14-015358.txt,519489
827871,"EAGLE PHARMACEUTICALS, INC.",2014-02-13,edgar/data/827871/0001047469-14-000839.txt,576934
1135657,"Eco-Stim Energy Solutions, Inc.",2015-02-17,edgar/data/1135657/0001493152-15-000528.txt,659522
834365,BIOLIFE SOLUTIONS INC,2014-03-21,edgar/data/834365/0001354488-14-001314.txt,578592
908259,OXIGENE INC,2014-02-13,edgar/data/908259/0001193125-14-051057.txt,599728
937098,TRINET GROUP INC,2014-03-27,edgar/data/937098/0001193125-14-118600.txt,610833
1036188,QAD INC,2015-01-16,edgar/data/1036188/0001567619-15-000048.txt,629154
1044378,BIOCEPT INC,2015-02-10,edgar/data/1044378/0001564590-15-000588.txt,631793
1069308,"Opexa Therapeutics, Inc.",2015-02-25,edgar/data/1069308/0001193125-15-062793.txt,641119
907654,"ARCA biopharma, Inc.",2014-01-08,edgar/data/907654/0001193125-14-005525.txt,599617
907654,"ARCA biopharma, Inc.",2014-02-10,edgar/data/907654/0001193125-14-043451.txt,599618
907654,"ARCA biopharma, Inc.",2014-02-13,edgar/data/907654/0001193125-14-048514.txt,599619
907654,"ARCA biopharma, Inc.",2014-02-18,edgar/data/907654/0001193125-14-057221.txt,599620
907654,"ARCA biopharma, Inc.",2014-03-03,edgar/data/907654/0001193125-14-080635.txt,599621
907654,"ARCA biopharma, Inc.",2014-03-21,edgar/data/907654/0001193125-14-109060.txt,599622
1353614,CURRENCYSHARES AUSTRALIAN DOLLAR TRUST,2015-02-19,edgar/data/1353614/0001193125-15-054388.txt,721508
1236275,"SilverSun Technologies, Inc.",2015-03-05,edgar/data/1236275/0001213900-15-001559.txt,689165
1281895,INOTEK PHARMACEUTICALS CORP,2015-02-19,edgar/data/1281895/0001193125-15-054369.txt,699976
1281895,INOTEK PHARMACEUTICALS CORP,2015-02-19,edgar/data/1281895/0001193125-15-054375.txt,699977
1290476,Village Bank & Trust Financial Corp.,2015-02-12,edgar/data/1290476/0001144204-15-008262.txt,702722
1372612,BOX INC,2015-01-23,edgar/data/1372612/0001193125-15-018043.txt,730353
1372514,EYEGATE PHARMACEUTICALS INC,2015-02-13,edgar/data/1372514/0001144204-15-009184.txt,730273
1374128,ENTELLUS MEDICAL INC,2015-01-30,edgar/data/1374128/0001193125-15-026213.txt,730910
1374690,"ZAFGEN, INC.",2015-01-23,edgar/data/1374690/0001193125-15-018702.txt,731117
1404655,HUBSPOT INC,2015-03-18,edgar/data/1404655/0001193125-15-096188.txt,742289
1394319,"Tracon Pharmaceuticals, Inc.",2015-02-02,edgar/data/1394319/0001047469-15-000528.txt,738852
1410384,"Q2 Holdings, Inc.",2015-02-27,edgar/data/1410384/0001047469-15-001361.txt,744654
1407067,Franklin Financial Network Inc.,2015-03-27,edgar/data/1407067/0001193125-15-108924.txt,743029
1411574,"Surgical Care Affiliates, Inc.",2015-03-30,edgar/data/1411574/0001193125-15-109739.txt,745285
1410098,CorMedix Inc.,2015-02-17,edgar/data/1410098/0001354488-15-000724.txt,744574
1454189,"Auspex Pharmaceuticals, Inc.",2015-01-23,edgar/data/1454189/0001193125-15-018862.txt,759138
1420783,Columbia Pipeline Partners LP,2015-02-06,edgar/data/1420783/0001193125-15-037543.txt,748784
1443646,Booz Allen Hamilton Holding Corp,2015-02-04,edgar/data/1443646/0001193125-15-033730.txt,756251
1419612,SolarEdge Technologies Inc,2015-03-26,edgar/data/1419612/0001047469-15-002791.txt,748455
1423824,ALDER BIOPHARMACEUTICALS INC,2015-01-08,edgar/data/1423824/0001193125-15-005060.txt,750154
1463172,"Zendesk, Inc.",2015-03-19,edgar/data/1463172/0001193125-15-098724.txt,761377
1459266,"ZS Pharma, Inc.",2015-03-25,edgar/data/1459266/0001193125-15-104804.txt,760541
1493566,"Otonomy, Inc.",2015-01-23,edgar/data/1493566/0001193125-15-018761.txt,772773
1470205,"County Bancorp, Inc.",2015-01-16,edgar/data/1470205/0001193125-15-013206.txt,764151
1499807,"K2M GROUP HOLDINGS, INC.",2015-02-04,edgar/data/1499807/0001193125-15-033693.txt,774887
1501134,Invitae Corp,2015-02-12,edgar/data/1501134/0001047469-15-000756.txt,775705
1512138,"Great Basin Scientific, Inc.",2015-02-27,edgar/data/1512138/0001193125-15-066959.txt,780539
1501756,"Avalanche Biotechnologies, Inc.",2015-01-09,edgar/data/1501756/0001193125-15-005317.txt,776021
1506401,"InfraREIT, Inc.",2015-02-02,edgar/data/1506401/0001193125-15-028964.txt,777830
1506928,Avinger Inc,2015-01-30,edgar/data/1506928/0001047469-15-000519.txt,778143
1509351,"Eventure Interactive, Inc.",2015-01-30,edgar/data/1509351/0001144204-15-004877.txt,779168
1512138,"Great Basin Scientific, Inc.",2015-02-27,edgar/data/1512138/0001193125-15-069540.txt,780540
1525769,"Dave & Buster's Entertainment, Inc.",2015-02-06,edgar/data/1525769/0001193125-15-037360.txt,786396
1513818,"Versartis, Inc.",2015-01-22,edgar/data/1513818/0001193125-15-017353.txt,781196
1516332,"Blue Water Global Group, Inc.",2015-01-20,edgar/data/1516332/0001516332-15-000007.txt,782406
1520744,Lumos Networks Corp.,2015-03-13,edgar/data/1520744/0001193125-15-091405.txt,784583
1575515,"Sprouts Farmers Market, Inc.",2015-03-05,edgar/data/1575515/0001193125-15-077099.txt,808933
1557860,Globant S.A.,2015-03-27,edgar/data/1557860/0001144204-15-018994.txt,799738
1575515,"Sprouts Farmers Market, Inc.",2015-03-05,edgar/data/1575515/0001193125-15-078764.txt,808934
1581068,Brixmor Property Group Inc.,2015-03-24,edgar/data/1581068/0001193125-15-103317.txt,812356
1579684,New Media Investment Group Inc.,2015-01-15,edgar/data/1579684/0001193125-15-011955.txt,811503
1590955,"Paycom Software, Inc.",2015-01-15,edgar/data/1590955/0001193125-15-011918.txt,817550
1587221,Zosano Pharma Corp,2015-01-27,edgar/data/1587221/0001193125-15-021882.txt,815582
1581552,"Energy 11, L.P.",2015-01-23,edgar/data/1581552/0001185185-15-000137.txt,812651
1585854,SunEdison Semiconductor Ltd,2015-01-15,edgar/data/1585854/0001193125-15-011366.txt,814921
1590750,"SIGNAL GENETICS, INC.",2015-02-19,edgar/data/1590750/0001144204-15-010793.txt,817432
1593936,"Michaels Companies, Inc.",2015-01-23,edgar/data/1593936/0001047469-15-000384.txt,819084
1591096,Presbia PLC,2015-01-29,edgar/data/1591096/0001193125-15-025776.txt,817665
1599947,"TerraForm Power, Inc.",2015-01-20,edgar/data/1599947/0001193125-15-013530.txt,822450
1599298,Summit Therapeutics plc,2015-03-05,edgar/data/1599298/0001193125-15-078674.txt,822018
1594617,La Quinta Holdings Inc.,2015-03-25,edgar/data/1594617/0001193125-15-104620.txt,819514
1596783,"Catalent, Inc.",2015-03-04,edgar/data/1596783/0001193125-15-076969.txt,820648
1597033,Sabre Corp,2015-02-05,edgar/data/1597033/0001193125-15-035658.txt,820867
1598110,CyberArk Software Ltd.,2015-03-12,edgar/data/1598110/0001193125-15-088593.txt,821447
1610092,"Diplomat Pharmacy, Inc.",2015-03-26,edgar/data/1610092/0001047469-15-002782.txt,827576
1600132,Bellerophon Therapeutics LLC,2015-02-13,edgar/data/1600132/0001047469-15-000790.txt,822602
1601072,Abengoa Yield plc,2015-01-16,edgar/data/1601072/0001193125-15-012977.txt,823174
1609951,National Commerce Corp,2015-03-19,edgar/data/1609951/0001193125-15-098674.txt,827455
1604464,"Atara Biotherapeutics, Inc.",2015-02-12,edgar/data/1604464/0001193125-15-046748.txt,824775
1604481,Euronav NV,2015-01-23,edgar/data/1604481/0001193125-15-018997.txt,824808
1607310,Mobileye N.V.,2015-03-18,edgar/data/1607310/0001571049-15-002026.txt,826144
1608249,"Zayo Group Holdings, Inc.",2015-03-13,edgar/data/1608249/0001193125-15-090531.txt,826554
1609351,"Spark Therapeutics, Inc.",2015-01-30,edgar/data/1609351/0001193125-15-026535.txt,827156
1610250,"Boot Barn Holdings, Inc.",2015-02-27,edgar/data/1610250/0001047469-15-001333.txt,827648
1610590,Check-Cap Ltd,2015-02-20,edgar/data/1610590/0001178913-15-000646.txt,827865
1611231,"MaxPoint Interactive, Inc.",2015-03-06,edgar/data/1611231/0001047469-15-001726.txt,828252
1612042,Ascendis Pharma A/S,2015-01-28,edgar/data/1612042/0001193125-15-023765.txt,828667
1612720,Harmony Merger Corp.,2015-03-24,edgar/data/1612720/0001213900-15-002022.txt,828909
1612720,Harmony Merger Corp.,2015-03-24,edgar/data/1612720/0001213900-15-002028.txt,828910
1615219,"Flex Pharma, Inc.",2015-01-29,edgar/data/1615219/0001047469-15-000498.txt,830028
1614818,FinTech Acquisition Corp,2015-02-13,edgar/data/1614818/0001213900-15-000988.txt,829836
1614806,Great Ajax Corp.,2015-02-17,edgar/data/1614806/0001571049-15-001172.txt,829800
1619954,"Inovalon Holdings, Inc.",2015-02-12,edgar/data/1619954/0001047469-15-000755.txt,833014
1618561,Nexvet Biopharma plc,2015-02-05,edgar/data/1618561/0001193125-15-035660.txt,832086
1619917,"Patriot National, Inc.",2015-01-20,edgar/data/1619917/0001193125-15-014974.txt,832948
1616297,"Avenue Financial Holdings, Inc.",2015-02-11,edgar/data/1616297/0001193125-15-041979.txt,830877
1619087,SteadyMed Ltd.,2015-03-20,edgar/data/1619087/0001047469-15-002522.txt,832452
1620179,Quinpario Acquisition Corp. 2,2015-01-20,edgar/data/1620179/0001213900-15-000423.txt,833189
